id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4TVDPuTJu4LsPdZHIFWMPT,Bogini seksu,33,286786,1,['Yez Yez Yo'],['03AJZIPeuysHOblNTeQv05'],2004-09-09,0.913,0.518,9,-7.923,0,0.264,0.053,4.76e-05,0.0688,0.734,92.03,4
42FL2dmDAS52dxfpFR29mD,Biały latawiec,33,176187,0,"['Jan Wojdak', 'Wawele']","['5tEfIikBzoxa9bED8Lv7QY', '3IyGSpAjMImzSzWovPvzvw']",2004-06-14,0.612,0.425,9,-7.117,1,0.0361,0.766,0.0,0.087,0.221,140.148,4
4PHtMMO4M7AGEZAIy8ePUz,Życie Warszawy,33,243669,0,['Hemp Gru'],['5xT1vs5QIozPsaUdUC5UjC'],2004-12-06,0.832,0.651,6,-6.941,1,0.402,0.0832,0.0,0.102,0.724,97.077,4
0irUfj68j3p3tRT9exFH0E,Jej portret,32,206467,0,['Bogusław Mec'],['65FjGPOwkkMjr9c15hm8Gf'],2004-01-29,0.252,0.33,8,-13.883,0,0.0455,0.758,0.000542,0.118,0.153,83.507,3
1TyBqbdNZgY39PsVDXtbdw,Wszystko jedno,32,399987,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.493,0.4,4,-9.355,0,0.0281,0.537,0.0,0.0871,0.177,134.947,4
7bLXdZbEc8De0xEDcGNTXk,Jestem kobietą,32,250816,0,['Edyta Gorniak'],['6e14dV47cVGbpJqh1SNyFX'],2004-03-27,0.414,0.917,11,-7.439,0,0.0711,0.0034,0.000734,0.337,0.695,200.258,4
5F8rHY14zcOT44XmLJ8XqZ,Jeszcze jeszcze,31,249627,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.63,0.633,2,-7.924,1,0.0316,0.302,0.0,0.0787,0.514,119.971,4
4JxZefeM1K027IvU0VGnlf,Chałupy Welcome to,32,199627,0,['Zbigniew Wodecki'],['4WNxiqxAHcXWK9jWdevCIn'],2004-01-29,0.63,0.687,0,-7.251,1,0.0429,0.547,0.0,0.164,0.765,127.552,4
4SAcyBNMVAcuVI7JxMQKY6,Ja do Ciebie,31,244347,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.343,0.604,7,-8.244,1,0.0362,0.233,0.0,0.103,0.549,139.94,4
0kfgew1LpCVBG0dy08G2Ot,In Praise Of Dreams,43,321427,0,['Jan Garbarek'],['7MEyCD4G0Zl6kmikEAZsym'],2004-09-27,0.424,0.569,9,-10.687,0,0.0828,0.7,0.876,0.121,0.305,89.921,4
6Uiw8bUSq7Ap8cdU4Tkavg,Ballada o Szlachetnym Czorcie,30,136920,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.854,0.532,1,-8.893,0,0.146,0.398,0.0,0.132,0.798,94.976,4
7r7tEbtzas9VEo7HnXGlCd,Gubisz Ostrość,30,244027,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.798,0.595,5,-7.953,0,0.446,0.605,6.86e-06,0.0816,0.608,87.979,4
4wDgCp8SOdHWRWuxJePbZc,Ameno - Remix,34,229573,0,['ERA'],['4D0CepDROoLM09ht1sM5cu'],2004-01-01,0.684,0.836,1,-6.661,0,0.0331,0.171,1.08e-05,0.0669,0.213,102.805,4
2saOTydaeVmKxN4GnuXMPQ,Another World - Radio Edit,35,233560,0,['DJ Shog'],['36g2U19HPpLeY5FyrPhrfp'],2004,0.576,0.89,0,-6.43,1,0.0377,0.0087,0.0483,0.0901,0.372,137.971,4
2OjoUX48aNsxRZq5PVOdHN,W Branży,29,281187,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.823,0.714,8,-8.394,1,0.0424,0.729,0.713,0.662,0.714,93.995,4
2HUgAbMOwJtTCWSZpy0JC4,Rozmowy z Cutem,29,181800,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.748,0.513,1,-8.252,1,0.392,0.166,0.0,0.0942,0.88,92.297,4
7nYFqofUUs2cAE81pKALHZ,Chaos kontrolowany,30,271747,0,['Coma'],['2T2smvVw7QCC5cSdyPxs17'],2004-04-10,0.671,0.719,6,-5.958,1,0.0672,0.00526,3.96e-05,0.0845,0.786,137.892,4
2At6Fed1vw5h9kfMRvOXgS,Wrócimy tu jeszcze,29,215707,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.635,0.712,9,-7.592,0,0.0328,0.0691,0.0,0.0646,0.801,139.987,4
63HJLVrYfES9CqMbGK58cL,Komix,29,193147,1,['O.S.T.R.'],['52XMlxvCIzmiNkzSqEw3Uv'],2004-11-18,0.842,0.812,1,-9.377,0,0.167,0.352,0.0,0.544,0.815,99.992,4
0v5oTptrXYs9VsU9MnrB5y,Ocalenie,29,326093,0,['Coma'],['2T2smvVw7QCC5cSdyPxs17'],2004-04-10,0.409,0.689,10,-7.301,0,0.0649,0.13,0.0,0.322,0.106,137.884,4
6Mj4752mILgQoT6Y22D3mh,Jeśli nie rozjadą nas czołgi,29,231400,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.66,0.71,7,-8.59,1,0.0261,0.306,1.41e-05,0.108,0.763,104.929,4
0ug2ScK4UrgnTj7yvBgq24,Opowiadaj mi tak,29,186400,0,['Zbigniew Wodecki'],['4WNxiqxAHcXWK9jWdevCIn'],2004-01-29,0.324,0.488,10,-9.204,1,0.063,0.392,6.63e-06,0.0636,0.751,174.114,3
7xAoWHiFihACP9v2kJyMxm,U Ciebie w Mieście,29,211667,1,"['Vienio', 'WWO', 'Pele']","['7wFpB8b5ALTKo9IwK3Y5Tq', '0MaSZtK5rLCLPbMNdWQIL9', '4Jnl8AbztRTSTS9VnQHxoS']",2004-05-10,0.757,0.864,7,-4.755,1,0.332,0.172,0.0,0.106,0.748,97.168,4
4M8fGw3A8bZiwMT1jOQ9sP,"Dobranoc / Do Ciebie, Aniu, Szłem",28,295680,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.841,0.654,4,-9.669,1,0.634,0.524,0.0,0.349,0.396,88.047,4
6wUGvAHe6zSIJmdS9gaGWa,Odzyskamy Hiphop,28,224987,1,['O.S.T.R.'],['52XMlxvCIzmiNkzSqEw3Uv'],2004-11-18,0.89,0.651,7,-8.843,0,0.224,0.583,0.0,0.0436,0.901,95.976,4
2RYlGDAvSdZzg5vox0amgd,Sami Swoi,29,277013,1,['Hemp Gru'],['5xT1vs5QIozPsaUdUC5UjC'],2004-12-06,0.905,0.643,9,-4.691,0,0.171,0.016,0.0,0.138,0.815,91.837,4
49zBTOJ4pfC4ou09zdQCc4,Skaczemy,28,186480,0,['Coma'],['2T2smvVw7QCC5cSdyPxs17'],2004-04-10,0.569,0.919,10,-3.833,0,0.104,0.046,0.0,0.116,0.63,102.915,4
2oLuU1Vmp4XT8dZQYm9aWi,Czarownicy pies,28,159693,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.625,0.591,1,-6.756,0,0.0546,0.122,0.0,0.178,0.739,119.849,4
2S2sILizhVdHIIAfGottJc,Czas globalnej niepogody,28,253000,0,['Coma'],['2T2smvVw7QCC5cSdyPxs17'],2004-04-10,0.499,0.946,6,-5.244,1,0.119,0.0075,0.000803,0.124,0.296,136.818,4
12eURAtVjPJ21XFHbbSyVa,Nie ma nic w co moglbys wierzyc,28,265053,0,['Ania Dabrowska'],['7008bv4QLo6eziuxszbjqO'],2004-08-04,0.436,0.44,7,-10.891,0,0.053,0.471,1.39e-05,0.169,0.262,92.435,4
12ki3abc1Kn6LCJ2uRhgq9,Pamiętam ciebie z tamtych lat,28,236693,0,['Krzysztof Krawczyk'],['1SKeSGQ3LMHYCEgqFGvJbE'],2004-01-29,0.768,0.454,0,-10.091,1,0.0303,0.18,0.00181,0.0969,0.509,115.337,3
1B5DMY61OjLsMbN1qxG6YQ,Nie wiedze skurwysynom,28,357907,0,['Coma'],['2T2smvVw7QCC5cSdyPxs17'],2004-04-10,0.641,0.865,9,-4.393,1,0.0557,0.019,0.0176,0.103,0.537,114.896,4
2a3sgLlqAupeAi6iOkhFhX,Panie Mahmudzie,28,236880,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.892,0.537,4,-5.877,0,0.271,0.094,0.0,0.147,0.58,89.458,4
2m19jhiOJAfqAkqfwgMBs8,Nic Dziwnego,28,185640,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.851,0.601,8,-8.029,0,0.183,0.339,0.0,0.0738,0.951,93.969,4
1rjcES6hu0JIYghmZsDhBI,Dziś,28,172947,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.611,0.527,3,-11.781,1,0.424,0.762,0.0,0.373,0.525,83.807,4
5aTqjx0bUccabEKeCHpVvR,"Adriatyk, ocean gorący",28,400773,0,['Lombard'],['3aMZqYBkJSpuNf0dWA4C4V'],2004-01-29,0.538,0.831,5,-9.001,0,0.0405,0.48,0.288,0.507,0.227,129.863,4
1zPwZDAEhiDXdBan0KfPeM,Nienawiść,28,264149,1,['Hemp Gru'],['5xT1vs5QIozPsaUdUC5UjC'],2004-12-06,0.764,0.927,4,-3.62,1,0.3,0.0704,0.0,0.351,0.672,96.702,4
2ts0QfGaqoKBZp14RfcBqJ,Zbyszek,28,324773,0,['Coma'],['2T2smvVw7QCC5cSdyPxs17'],2004-04-10,0.682,0.693,8,-6.287,1,0.0531,0.0723,0.00131,0.137,0.467,102.934,4
2VeYKsOmvGnN9Wd0RTDPuC,Theme from 'Behind the Curtain',35,251840,0,['Skalpel'],['4NMgXxIMZeiJ5PqxdA0t6q'],2004-04-19,0.558,0.488,0,-10.659,1,0.0738,0.688,0.0669,0.117,0.638,133.399,4
4AvCLFefMRLMSwKHjygbdv,Gdańsk-Szczecin,27,225333,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.657,0.675,2,-6.187,1,0.38,0.251,0.0,0.119,0.58,93.766,4
0Ensp6rx1dt3Aod3oVMtto,"Ą, Ę",27,102373,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.706,0.598,2,-9.207,1,0.364,0.11,0.0002,0.0499,0.753,87.959,4
4M6wLYrutpEitwyxafpecj,Ostatni blok w mieście,27,232347,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.631,0.822,7,-8.127,1,0.0427,0.436,1.22e-06,0.361,0.809,140.089,4
3viA4MRMXYoQQ7hegBG81c,Nie Ufajcie Jarząbkowi,27,150000,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.888,0.578,9,-8.854,1,0.348,0.541,0.0,0.0889,0.786,95.465,4
3Fx1lM9ZV6URf3B1BNnefj,Mała lady punk,28,204867,0,['Lady Pank'],['0PkkQfDUJZuR2PcQ6uEV8j'],2004-01-29,0.715,0.47,4,-8.637,1,0.0399,0.311,0.0,0.0955,0.728,141.595,4
5MCHCxsqXhfzhM77oIHDdT,Orgasm - Radio Edit,28,210240,0,"['DJ Matys', 'D-Gor']","['6kepaYoIzLCtElHkSmAuzs', '4QU6P9mdmVoPN9rP45llR1']",2004-11-14,0.661,0.971,6,-5.476,0,0.0412,0.000748,0.696,0.366,0.568,139.999,4
34CMB3163kqN6VLRcssdBi,To-Samo,27,226320,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.912,0.553,7,-7.398,1,0.326,0.344,0.0,0.123,0.553,92.018,4
4G9olNvAvrSFCO25Tn9OlZ,Rysunek na szkle,27,310947,0,['Krzysztof Krawczyk'],['1SKeSGQ3LMHYCEgqFGvJbE'],2004-01-29,0.565,0.759,6,-8.402,1,0.094,0.106,1.91e-05,0.0672,0.708,82.874,4
1DYnRpXLYEZc5qHAAhatcR,Tak mija czas,27,201440,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.616,0.572,6,-8.447,0,0.0346,0.0961,0.0,0.0872,0.804,69.981,4
72dtQgkEL1jsYGYVsEzN3B,(To) Tylko Raz 01,27,104387,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.571,0.661,11,-7.579,0,0.378,0.6,0.00092,0.109,0.606,88.596,4
2YwDTYgcZ6w32GQPZYB3eU,Partyzant K.,27,175400,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2004,0.609,0.53,4,-8.109,0,0.0367,0.175,0.0,0.139,0.533,135.397,4
5DqQ6iNiowmndrMTnxlrBk,Raptowne realia,28,280720,0,['Fu'],['1YndPrAiVJTC3YmvExp4WR'],2004-03-06,0.559,0.899,8,-2.997,1,0.355,0.183,0.0,0.0983,0.761,133.182,5
3t0P3FrCEIqZyVBhSPTX4E,Retro 01,26,167707,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.696,0.628,11,-9.298,1,0.307,0.502,9.48e-06,0.0767,0.858,186.319,4
5sNnYtyWJenLbwpTh5kOPJ,Artysto Drogi I,26,191760,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.734,0.512,1,-7.724,1,0.311,0.257,0.0,0.118,0.935,91.239,4
5GyKyFdLedtOJVFSmJmn4h,Siódmy rok,26,250120,0,['Andrzej Zaucha'],['3jDEqxckloWOCT1l7l1hJT'],2004-12-10,0.511,0.54,7,-7.152,1,0.0351,0.335,0.0,0.336,0.648,175.813,4
2BjrUY7EqjGY4NDAFjxhzk,La Valette,29,292667,0,['Perly I Lotry'],['7aIbYf49waEyLNCyBG4BsG'],2004-02-03,0.604,0.715,5,-6.451,1,0.0301,0.511,0.0466,0.442,0.817,98.469,4
59MnZLB9AZh2agi2hrPZLI,(To) Tylko Raz 02,27,164400,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.819,0.676,6,-6.251,0,0.179,0.335,0.00396,0.15,0.926,177.819,4
62G5wC09ywPTaP27ZcRfkY,Znajdziesz mnie znowu,26,194227,0,['Zbigniew Wodecki'],['4WNxiqxAHcXWK9jWdevCIn'],2004-01-29,0.434,0.513,0,-8.231,1,0.0519,0.0329,0.0,0.208,0.765,147.097,4
2kRy7jB0nBwa2Au488KRCb,Hipermarket,25,231027,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2004-05-20,0.619,0.656,10,-6.601,0,0.846,0.182,0.0,0.102,0.633,76.098,1
49bksXdDl78iPWuuvvGg5f,W cieniu Twoich rąk,26,323693,0,"['TGD', 'Beata Bednarz']","['5GVocz1ZqGVdWJnzGrvlS5', '4BmW8yaKC0B2sOMYiwDdsb']",2004-06-01,0.575,0.438,7,-10.87,1,0.0287,0.248,2.36e-05,0.689,0.302,124.341,4
4AJ5hjDiNvx0iahqnFtO8V,Retro 02,26,154640,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.83,0.672,3,-9.0,0,0.272,0.382,1.69e-06,0.107,0.855,93.459,4
7qm6QQ5JGXnvtCxEtOotje,Ocean wolnego czasu - Kraków - 2011 Remaster,26,238413,0,['Maanam'],['4MiKufcWLuX6KDLzqhUgQD'],2004,0.54,0.814,2,-3.526,1,0.0397,0.00557,0.00386,0.213,0.618,131.88,4
2pd6ycHd4edFf7OHd7EIBn,Wind and Storms,39,67505,0,"['Sonido de lluvia', 'Especialistas de Musica para Dormir', 'Crying & Colic Relief']","['3ToKGGDmr4hO0TKauI4p5p', '5DANxx6lmHmQxVsi5aZFW1', '2DTwnFA8cogN5qYG7V8ZRd']",2004-04-26,0.165,0.596,1,-25.289,1,0.06,0.835,0.947,0.108,0.0396,87.85,3
5J5GHFmhx63tSbHiVdtLfo,Za Miłość Mą,27,213603,0,['Weekend'],['4jPwc1E9EXPQbryc1YKbjl'],2004-01-01,0.71,0.847,9,-7.353,0,0.0269,0.0291,2.7e-06,0.137,0.78,130.031,4
1SxCZKv0bCr0HdEg8NXLzD,Nad wszystko uśmiech twój,25,286960,0,['Zbigniew Wodecki'],['4WNxiqxAHcXWK9jWdevCIn'],2004-01-29,0.449,0.6,5,-8.826,1,0.0333,0.487,0.0,0.185,0.399,159.977,4
65a95OqVZX0QGPO3Qh3nW3,A Mieliśmy Być Poważni…,25,196787,1,"['Pezet', 'NOON']","['4z93wkjfGntA0XFqnv4wj7', '217g6UPKLNKLuJmZK9nDDE']",2004-04-23,0.911,0.658,6,-8.304,0,0.377,0.251,0.0,0.157,0.77,95.998,4
0TRrMjzpRBoHUWJ7Nmdo9q,Pogubiłem drogi,25,173107,0,['Krzysztof Krawczyk'],['1SKeSGQ3LMHYCEgqFGvJbE'],2004-01-29,0.647,0.728,9,-7.855,1,0.101,0.108,8.7e-05,0.174,0.9,128.667,4
2xJmIUnyzV9TPkDkyFrf4z,Pamiętasz,26,187320,0,['Verba'],['2gxtR1B9ivIaXO9LMR0R7X'],2004-01-01,0.645,0.835,11,-8.201,0,0.115,0.421,0.0,0.414,0.558,89.981,4
5MGn6nzEgErr50mRb5nBP2,Jak minął dzień,25,231520,0,['Krzysztof Krawczyk'],['1SKeSGQ3LMHYCEgqFGvJbE'],2004-01-29,0.52,0.519,0,-8.478,1,0.0288,0.18,0.0,0.181,0.65,94.518,4
1sQg4fEZ1WeZos9zRI02DQ,Bohema,49,218933,0,['Wilki'],['1hxJUOxvX3SXaVYz4qaFyM'],2005-04-01,0.569,0.772,7,-3.505,1,0.0326,0.127,0.0,0.568,0.846,133.942,4
32sSR7MgxuLxQP4q4F4tGH,Piła tango,48,362320,0,['Strachy Na Lachy'],['4DXXg7xzgKAEYeFhh9wAtk'],2005,0.74,0.689,9,-6.043,0,0.037,0.192,0.0,0.336,0.58,120.017,4
7aKwFVDQG0MUBX41I5esiU,Miales Byc,47,209213,0,['Brodka'],['4D22jVMhvZgzvt8Hh9AcKY'],2005-07-20,0.744,0.665,0,-5.671,1,0.025,0.0874,0.0,0.121,0.465,99.975,4
2KtSYjhcujuunRR3wyogzu,"Prócz Ciebie, Nic",46,217493,0,"['Krzysztof Kiljański', 'Kayah']","['1QT9ikfzDS8KIZYkfeVKJV', '2v295z585SM68pluEKXKSM']",2005-11-19,0.599,0.574,1,-9.967,0,0.0264,0.431,0.000124,0.149,0.329,102.02,4
4zarrEmdDo9ofbMpjNuGUI,Ev'ry Night,45,187027,0,['Mandaryna'],['1wCHHmt2SQiCP7aajyxhYh'],2005-01-01,0.631,0.935,9,-4.188,0,0.0341,0.0332,0.00506,0.103,0.968,131.998,4
6v6cEJlGrYcSzW0fUi1xAM,Ważne,45,212093,0,"['Tabb', 'Mezo']","['50O2wVTMMBqWDXVl7infgZ', '4ZqkZhFSFECbgemBC6ILUC']",2005-01-01,0.64,0.737,8,-4.846,1,0.0774,0.192,0.0,0.198,0.746,87.972,4
7moJD0KpZeO0HVD99chZLw,Mimo Wszystko,44,256560,0,['Hey'],['3z5O1IzrnIQfWHAMuQEeZB'],2005-02-16,0.613,0.319,2,-10.149,1,0.0258,0.203,0.000317,0.0714,0.246,105.025,4
1FH1SrrTRWypTOUBGsVB88,Filandia,44,241320,0,['Swietliki'],['33qje7AT4RtLwrCJJNyDFB'],2005-01-01,0.559,0.523,11,-8.77,0,0.0256,0.129,0.194,0.116,0.428,112.312,4
41MO9m7z2mECLpwpX340NU,Smak słów,44,239867,0,['Goya'],['3ppWDN3lGw7UOGY7z2EQLB'],2005-04-01,0.574,0.799,2,-4.221,0,0.027,0.17,0.257,0.136,0.556,90.036,4
3NpOB3Woue33t6Irc4B4aS,Mogę wszystko,44,342053,1,['WWO'],['0MaSZtK5rLCLPbMNdWQIL9'],2005-11-15,0.589,0.688,4,-8.54,0,0.106,0.0122,6.27e-05,0.0643,0.42,173.998,4
3preqHdqcgZlwaaY805FIA,Winna,44,284067,0,['Agnieszka Chylinska'],['0CEw36eWG0dYKCXOX8eUoO'],2005-04-01,0.669,0.729,0,-6.363,0,0.0767,0.00315,9.86e-06,0.0795,0.431,139.991,4
1rD0BmlixRov9u1zPGFpZu,Jezu jak się cieszę,44,130333,0,['Klaus Mitffoch'],['2to3ZaZpHnXNEvAYkbSpHs'],2005-06-29,0.571,0.923,4,-7.473,0,0.0752,0.0781,2.34e-05,0.0575,0.909,156.524,4
3BHo1378rmbQ3qGkYaz18L,Nasz Disneyland,42,219333,0,['Papa Dance'],['4GvMQdzQ8f9u7omVfl8WHJ'],2005-10-06,0.499,0.963,6,-5.95,1,0.0929,0.384,0.0,0.083,0.425,131.581,4
4c1SMZWc243YtmF3Nw7Tc6,12 ?ez,41,228293,0,['Sylwia Wisniewska'],['0wLnqvt0oQEeDBTUZyYKgH'],2005-05-06,0.685,0.578,3,-7.716,1,0.0242,0.0236,0.000474,0.229,0.396,111.04,4
3HwQYKgYqKbB5AowlEpMaD,Mogliśmy,39,210160,0,['Verba'],['2gxtR1B9ivIaXO9LMR0R7X'],2005-01-01,0.552,0.687,0,-9.858,1,0.0883,0.603,4.04e-05,0.209,0.799,94.049,4
3PoPIGh8KMgijItTCpc423,Konstytucje,38,210000,0,"['Klaus Mitffoch', 'Lech Janerka']","['2to3ZaZpHnXNEvAYkbSpHs', '6xyLXY9zeMhnCbiTzXwENc']",2005-06-29,0.666,0.792,9,-7.238,1,0.0537,0.232,5.68e-05,0.0788,0.812,92.451,4
56bv4IFwBeLgZDKDygASCu,Zakręcona,37,219093,0,['Reni Jusis'],['5tV1Vm3Zn8D0tmPHohokmC'],2005-05-27,0.836,0.789,5,-4.58,0,0.0801,0.0122,2.11e-05,0.386,0.903,107.036,4
6JJH4emsCPYkUCmeaK0dSJ,Matura 2001,38,178187,0,['Farben Lehre'],['3O9bFJBTRddC4HOsZixhuw'],2005,0.44,0.932,2,-5.655,0,0.0973,0.000352,0.0,0.254,0.62,108.409,4
19JN2GURnv6MaI1uw4MBWn,Strzeż się tych miejsc,37,317387,0,['Klaus Mitffoch'],['2to3ZaZpHnXNEvAYkbSpHs'],2005-06-29,0.715,0.643,7,-9.093,1,0.0236,0.195,0.134,0.115,0.795,108.087,4
61tuhfTN2wIockEGGbZnis,Out Of Touch,35,169831,0,['Uniting Nations'],['6EK2381dTQEvcn3KrnMOWQ'],2005,0.684,0.951,11,-6.493,0,0.034,0.0135,0.00249,0.164,0.943,129.961,4
7L5RcLaRzDYPU0BFv8Ahju,Jah jest Prezydentem,36,225359,0,['Vavamuffin'],['2Lm3vSenofPiawS8U58tMD'],2005-04-29,0.816,0.809,4,-5.69,0,0.334,0.0226,0.0,0.125,0.947,182.927,4
0ApseFDjbipbKK0dBD4Viz,Zen,35,267013,1,['WWO'],['0MaSZtK5rLCLPbMNdWQIL9'],2005-11-15,0.837,0.697,9,-5.899,0,0.294,0.0776,0.0,0.153,0.545,90.011,4
2BMS5V1bhBgkRHhetAWKkd,30 raz,35,184933,0,['Happysad'],['4NkE5k5xSRm6eVE7vMhqD6'],2005,0.275,0.551,2,-8.324,1,0.0374,0.277,0.000192,0.25,0.321,199.961,3
74p2mhdlfZeNvaNRo7WVnG,Moje Bieszczady,34,232920,0,['KSU'],['0qp4NhoMGGrzCtWu4CkEsE'],2005-01-01,0.59,0.678,11,-8.236,0,0.0266,0.00994,4.76e-05,0.122,0.862,134.995,4
6I7gs68mFMXv5rOLSHzrK2,Moralne salto,34,350907,0,['Strachy Na Lachy'],['4DXXg7xzgKAEYeFhh9wAtk'],2005,0.511,0.673,4,-6.836,0,0.0406,0.458,0.0,0.296,0.884,204.107,4
38nkcnJV57Hgy3TxFK9MFL,Życie depcze wyobraźnię,35,224893,1,['WWO'],['0MaSZtK5rLCLPbMNdWQIL9'],2005-11-15,0.745,0.884,0,-6.919,1,0.381,0.0877,0.0002,0.121,0.93,181.974,4
7eTcfnOBryLOSFQ3PEmrGz,What's in It for Me,36,197747,0,['Amy Diamond'],['2jbaRhAk4nT855to92ufdf'],2005-10-03,0.62,0.832,2,-4.846,0,0.06,0.0153,0.0,0.0651,0.765,92.918,4
6dnDqqcnXwaP5bJF8FZQWS,Granat w plecaku,34,209280,0,['KONIEC ŚWIATA'],['2LKT9YGEiIoMAxtCjAJ6Sn'],2005,0.52,0.867,7,-5.885,1,0.0325,0.00805,0.0255,0.0334,0.834,143.902,5
3P7dNIIaXw1Bjo83vn8RYS,Bless,34,306888,0,['Vavamuffin'],['2Lm3vSenofPiawS8U58tMD'],2005-04-29,0.948,0.572,2,-7.204,1,0.0731,0.0218,0.0,0.12,0.948,118.995,4
61ajg7tHtzucOvK4WhCGBG,Rewolucje,33,229053,0,['Jamal'],['7wljsIwScBNShUPFULDCB3'],2005-06-03,0.749,0.666,10,-4.809,0,0.158,0.0668,6.39e-06,0.0864,0.268,186.072,4
1fuzlJrHRnRsdgaQZh4pur,Na dwa,33,273949,0,['Sistars'],['4ICmAwm6K72rQS966Jj28F'],2005-09-26,0.874,0.507,0,-8.664,1,0.0598,0.135,7.14e-05,0.317,0.783,112.005,4
6KVdbJNccuLNHiATSQxaIN,Zaopiekuj się mną,33,222440,0,"['Verba', 'Rezerwat']","['2gxtR1B9ivIaXO9LMR0R7X', '1nHXvuz8vqBejejplSPahf']",2005-01-01,0.673,0.734,2,-5.755,0,0.0339,0.46,0.0,0.113,0.79,102.046,4
5TDyOM3n3GH8e1LHKJmW23,Powiedz na osiedlu,33,194720,0,['Płomień 81'],['3JeiPezS6s99ewTUkT5Ghs'],2005,0.723,0.596,8,-8.131,1,0.0469,0.179,0.0,0.196,0.644,96.992,4
2sknpZnEpa6qnHH0IbYdou,"Kocham Cię, a miłością swoją",32,239600,0,['Kult'],['3QrpmDKMmvcSUTHH8xED93'],2005,0.427,0.825,2,-6.431,1,0.0789,0.184,0.000839,0.38,0.689,128.848,4
65jjInputrDFR1b7alz1gH,Dziewczyna Mojego Chlopaka,33,207680,0,['Brodka'],['4D22jVMhvZgzvt8Hh9AcKY'],2005-07-20,0.869,0.474,2,-6.008,1,0.0815,0.505,0.0,0.152,0.843,99.992,4
2xZOpbMTGAMMyo2J35cdgs,O królowo,33,307960,0,['Baciary'],['40KrdFUYJgw31acL5TH9zD'],2005-01-01,0.76,0.638,7,-7.539,1,0.0254,0.23,0.0,0.2,0.411,114.057,4
4AbMMSPlEZmU5QMBexmBW5,Break My Stride,31,181301,0,['Blue Lagoon'],['6OZuwa0EYjsyP2wSAKIu3P'],2005,0.782,0.821,4,-7.097,0,0.0381,0.141,4.86e-06,0.282,0.646,105.011,4
0Yfxi8UlHcqzuZO4nAz9Qm,S?o?ce pokona? cie?,32,319907,0,['Wilki'],['1hxJUOxvX3SXaVYz4qaFyM'],2005-04-01,0.346,0.719,11,-6.395,0,0.0307,0.0366,0.000776,0.454,0.72,83.406,4
0WxlgS4PyRz9bZzuSJ91r1,Here I Go Again - Radio Version,33,187453,0,['Mandaryna'],['1wCHHmt2SQiCP7aajyxhYh'],2005-01-01,0.675,0.935,10,-5.565,1,0.0729,0.0107,0.0454,0.0398,0.523,139.95,4
